title,price,area_sqm,bedrooms,bathrooms,property_type,furnishing,location,description,url,scraped_at,source,price_per_sqm,log_price,city
Studio in Alexandria,630233,58,0,1,Studio,Semi-furnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 58 sqm. Semi-furnished.",https://example.com/property/601,2026-05-04T18:39:28.477453,sample,10866.086206896553,13.353846457976628,Alexandria
Studio in Alexandria,399022,34,0,1,Studio,Unfurnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 34 sqm. Unfurnished.",https://example.com/property/602,2026-05-04T18:39:28.477456,sample,11735.941176470587,12.896774338320919,Alexandria
Studio in 6th October,408669,42,0,1,Studio,Furnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 42 sqm. Furnished.",https://example.com/property/603,2026-05-04T18:39:28.477459,sample,9730.214285714286,12.920663263383771,6th October
Villa in Cairo,4753489,267,4,3,Villa,Semi-furnished,Cairo,"Beautiful villa in Cairo. 4 bedrooms, 3 bathrooms, 267 sqm. Semi-furnished.",https://example.com/property/604,2026-05-04T18:39:28.477462,sample,17803.32958801498,15.374389643065955,Cairo
Apartment in Giza,1305945,110,1,1,Apartment,Unfurnished,Giza,"Beautiful apartment in Giza. 1 bedrooms, 1 bathrooms, 110 sqm. Unfurnished.",https://example.com/property/605,2026-05-04T18:39:28.477466,sample,11872.227272727272,14.082438240337337,Giza
Apartment in Cairo,1371358,98,1,1,Apartment,Unfurnished,Cairo,"Beautiful apartment in Cairo. 1 bedrooms, 1 bathrooms, 98 sqm. Unfurnished.",https://example.com/property/606,2026-05-04T18:39:28.477469,sample,13993.448979591836,14.131312776929317,Cairo
Studio in Giza,276635,31,0,1,Studio,Unfurnished,Giza,"Beautiful studio in Giza. 0 bedrooms, 1 bathrooms, 31 sqm. Unfurnished.",https://example.com/property/607,2026-05-04T18:39:28.477472,sample,8923.709677419354,12.530457841587596,Giza
Duplex in Alexandria,2299256,124,3,4,Duplex,Semi-furnished,Alexandria,"Beautiful duplex in Alexandria. 3 bedrooms, 4 bathrooms, 124 sqm. Semi-furnished.",https://example.com/property/608,2026-05-04T18:39:28.477475,sample,18542.387096774193,14.648096585231333,Alexandria
Studio in Sheikh Zayed,376506,36,0,1,Studio,Semi-furnished,Sheikh Zayed,"Beautiful studio in Sheikh Zayed. 0 bedrooms, 1 bathrooms, 36 sqm. Semi-furnished.",https://example.com/property/609,2026-05-04T18:39:28.477478,sample,10458.5,12.838691918346727,Sheikh Zayed
Apartment in Alexandria,2038995,110,3,3,Apartment,Semi-furnished,Alexandria,"Beautiful apartment in Alexandria. 3 bedrooms, 3 bathrooms, 110 sqm. Semi-furnished.",https://example.com/property/610,2026-05-04T18:39:28.477481,sample,18536.31818181818,14.527968087808715,Alexandria
Studio in Sheikh Zayed,624300,57,0,1,Studio,Furnished,Sheikh Zayed,"Beautiful studio in Sheikh Zayed. 0 bedrooms, 1 bathrooms, 57 sqm. Furnished.",https://example.com/property/611,2026-05-04T18:39:28.477485,sample,10952.631578947368,13.344387902842563,Sheikh Zayed
Duplex in Alexandria,2667560,195,2,2,Duplex,Furnished,Alexandria,"Beautiful duplex in Alexandria. 2 bedrooms, 2 bathrooms, 195 sqm. Furnished.",https://example.com/property/612,2026-05-04T18:39:28.477488,sample,13679.794871794871,14.796675129750376,Alexandria
Studio in New Cairo,556928,42,0,1,Studio,Furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 42 sqm. Furnished.",https://example.com/property/613,2026-05-04T18:39:28.477491,sample,13260.190476190477,13.230193042202924,Cairo
Apartment in Giza,1935558,96,4,4,Apartment,Semi-furnished,Giza,"Beautiful apartment in Giza. 4 bedrooms, 4 bathrooms, 96 sqm. Semi-furnished.",https://example.com/property/614,2026-05-04T18:39:28.477494,sample,20162.0625,14.475906731614549,Giza
Townhouse in Giza,4524437,256,5,5,Townhouse,Semi-furnished,Giza,"Beautiful townhouse in Giza. 5 bedrooms, 5 bathrooms, 256 sqm. Semi-furnished.",https://example.com/property/615,2026-05-04T18:39:28.477498,sample,17673.58203125,15.325003928507815,Giza
Apartment in Sheikh Zayed,2416270,136,2,3,Apartment,Semi-furnished,Sheikh Zayed,"Beautiful apartment in Sheikh Zayed. 2 bedrooms, 3 bathrooms, 136 sqm. Semi-furnished.",https://example.com/property/616,2026-05-04T18:39:28.477502,sample,17766.691176470587,14.697736000620557,Sheikh Zayed
Townhouse in Giza,2424719,189,4,3,Townhouse,Unfurnished,Giza,"Beautiful townhouse in Giza. 4 bedrooms, 3 bathrooms, 189 sqm. Unfurnished.",https://example.com/property/617,2026-05-04T18:39:28.477505,sample,12829.201058201059,14.701226611769723,Giza
Duplex in Giza,3823329,213,4,3,Duplex,Semi-furnished,Giza,"Beautiful duplex in Giza. 4 bedrooms, 3 bathrooms, 213 sqm. Semi-furnished.",https://example.com/property/618,2026-05-04T18:39:28.477508,sample,17949.901408450703,15.156632328597482,Giza
Studio in Alexandria,506471,45,0,1,Studio,Furnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 45 sqm. Furnished.",https://example.com/property/619,2026-05-04T18:39:28.477511,sample,11254.91111111111,13.135224319800258,Alexandria
Apartment in 6th October,1069973,106,1,2,Apartment,Semi-furnished,6th October,"Beautiful apartment in 6th October. 1 bedrooms, 2 bathrooms, 106 sqm. Semi-furnished.",https://example.com/property/620,2026-05-04T18:39:28.477514,sample,10094.084905660377,13.88314490707744,6th October
Duplex in Giza,2857075,131,4,4,Duplex,Unfurnished,Giza,"Beautiful duplex in Giza. 4 bedrooms, 4 bathrooms, 131 sqm. Unfurnished.",https://example.com/property/621,2026-05-04T18:39:28.477517,sample,21809.73282442748,14.865309282189168,Giza
Studio in Alexandria,667405,53,0,1,Studio,Semi-furnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 53 sqm. Semi-furnished.",https://example.com/property/622,2026-05-04T18:39:28.477520,sample,12592.547169811322,13.411153835369879,Alexandria
Studio in Giza,411708,41,0,1,Studio,Furnished,Giza,"Beautiful studio in Giza. 0 bedrooms, 1 bathrooms, 41 sqm. Furnished.",https://example.com/property/623,2026-05-04T18:39:28.477522,sample,10041.658536585366,12.928072068097148,Giza
Apartment in 6th October,2386026,187,4,3,Apartment,Semi-furnished,6th October,"Beautiful apartment in 6th October. 4 bedrooms, 3 bathrooms, 187 sqm. Semi-furnished.",https://example.com/property/624,2026-05-04T18:39:28.477526,sample,12759.497326203209,14.685140197586032,6th October
Studio in Cairo,351581,40,0,1,Studio,Semi-furnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 40 sqm. Semi-furnished.",https://example.com/property/625,2026-05-04T18:39:28.477529,sample,8789.525,12.770198248943425,Cairo
Studio in Cairo,319030,40,0,1,Studio,Semi-furnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 40 sqm. Semi-furnished.",https://example.com/property/626,2026-05-04T18:39:28.477532,sample,7975.75,12.673043555728825,Cairo
Townhouse in Giza,2115756,199,3,3,Townhouse,Semi-furnished,Giza,"Beautiful townhouse in Giza. 3 bedrooms, 3 bathrooms, 199 sqm. Semi-furnished.",https://example.com/property/627,2026-05-04T18:39:28.477535,sample,10631.939698492462,14.564923226046316,Giza
Apartment in Cairo,2980672,160,4,5,Apartment,Furnished,Cairo,"Beautiful apartment in Cairo. 4 bedrooms, 5 bathrooms, 160 sqm. Furnished.",https://example.com/property/628,2026-05-04T18:39:28.477538,sample,18629.2,14.90765967190999,Cairo
Townhouse in Giza,3225652,210,3,3,Townhouse,Furnished,Giza,"Beautiful townhouse in Giza. 3 bedrooms, 3 bathrooms, 210 sqm. Furnished.",https://example.com/property/629,2026-05-04T18:39:28.477541,sample,15360.247619047619,14.986645968335731,Giza
Studio in Cairo,384476,35,0,1,Studio,Unfurnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 35 sqm. Unfurnished.",https://example.com/property/630,2026-05-04T18:39:28.477543,sample,10985.028571428571,12.859639248193288,Cairo
Apartment in New Cairo,2308860,121,2,3,Apartment,Semi-furnished,New Cairo,"Beautiful apartment in New Cairo. 2 bedrooms, 3 bathrooms, 121 sqm. Semi-furnished.",https://example.com/property/631,2026-05-04T18:39:28.477546,sample,19081.487603305784,14.652264887304145,Cairo
Duplex in Giza,3672578,190,3,3,Duplex,Unfurnished,Giza,"Beautiful duplex in Giza. 3 bedrooms, 3 bathrooms, 190 sqm. Unfurnished.",https://example.com/property/632,2026-05-04T18:39:28.477549,sample,19329.35789473684,15.116404698030937,Giza
Townhouse in New Cairo,2525439,208,3,1,Townhouse,Semi-furnished,New Cairo,"Beautiful townhouse in New Cairo. 3 bedrooms, 1 bathrooms, 208 sqm. Semi-furnished.",https://example.com/property/633,2026-05-04T18:39:28.477552,sample,12141.533653846154,14.741925862936279,Cairo
Townhouse in Alexandria,1708957,124,2,3,Townhouse,Unfurnished,Alexandria,"Beautiful townhouse in Alexandria. 2 bedrooms, 3 bathrooms, 124 sqm. Unfurnished.",https://example.com/property/634,2026-05-04T18:39:28.477557,sample,13781.911290322581,14.35139438602043,Alexandria
Apartment in Alexandria,2145406,92,4,3,Apartment,Semi-furnished,Alexandria,"Beautiful apartment in Alexandria. 4 bedrooms, 3 bathrooms, 92 sqm. Semi-furnished.",https://example.com/property/635,2026-05-04T18:39:28.477561,sample,23319.630434782608,14.57883983593496,Alexandria
Apartment in Sheikh Zayed,3002690,186,2,2,Apartment,Furnished,Sheikh Zayed,"Beautiful apartment in Sheikh Zayed. 2 bedrooms, 2 bathrooms, 186 sqm. Furnished.",https://example.com/property/636,2026-05-04T18:39:28.477564,sample,16143.494623655914,14.9150194445683,Sheikh Zayed
Villa in Cairo,4234795,161,5,3,Villa,Semi-furnished,Cairo,"Beautiful villa in Cairo. 5 bedrooms, 3 bathrooms, 161 sqm. Semi-furnished.",https://example.com/property/637,2026-05-04T18:39:28.477567,sample,26303.07453416149,15.258845714896273,Cairo
Apartment in Cairo,1852964,114,4,4,Apartment,Unfurnished,Cairo,"Beautiful apartment in Cairo. 4 bedrooms, 4 bathrooms, 114 sqm. Unfurnished.",https://example.com/property/638,2026-05-04T18:39:28.477570,sample,16254.070175438597,14.43229761679985,Cairo
Townhouse in 6th October,3026520,198,3,4,Townhouse,Furnished,6th October,"Beautiful townhouse in 6th October. 3 bedrooms, 4 bathrooms, 198 sqm. Furnished.",https://example.com/property/639,2026-05-04T18:39:28.477573,sample,15285.454545454546,14.922924332997885,6th October
Duplex in 6th October,2977272,166,3,4,Duplex,Furnished,6th October,"Beautiful duplex in 6th October. 3 bedrooms, 4 bathrooms, 166 sqm. Furnished.",https://example.com/property/640,2026-05-04T18:39:28.477577,sample,17935.373493975905,14.906518338850214,6th October
Townhouse in New Cairo,2067420,178,2,2,Townhouse,Semi-furnished,New Cairo,"Beautiful townhouse in New Cairo. 2 bedrooms, 2 bathrooms, 178 sqm. Semi-furnished.",https://example.com/property/641,2026-05-04T18:39:28.477580,sample,11614.719101123595,14.541812494750914,Cairo
Townhouse in New Cairo,2393233,121,4,3,Townhouse,Semi-furnished,New Cairo,"Beautiful townhouse in New Cairo. 4 bedrooms, 3 bathrooms, 121 sqm. Semi-furnished.",https://example.com/property/642,2026-05-04T18:39:28.477583,sample,19778.785123966944,14.688156147316702,Cairo
Duplex in Alexandria,4325561,248,4,4,Duplex,Semi-furnished,Alexandria,"Beautiful duplex in Alexandria. 4 bedrooms, 4 bathrooms, 248 sqm. Semi-furnished.",https://example.com/property/643,2026-05-04T18:39:28.477586,sample,17441.77822580645,15.280052632102892,Alexandria
Apartment in Alexandria,1731741,128,1,2,Apartment,Semi-furnished,Alexandria,"Beautiful apartment in Alexandria. 1 bedrooms, 2 bathrooms, 128 sqm. Semi-furnished.",https://example.com/property/644,2026-05-04T18:39:28.477589,sample,13529.2265625,14.364638396269735,Alexandria
Duplex in Cairo,2070119,150,2,2,Duplex,Unfurnished,Cairo,"Beautiful duplex in Cairo. 2 bedrooms, 2 bathrooms, 150 sqm. Unfurnished.",https://example.com/property/645,2026-05-04T18:39:28.477593,sample,13800.793333333333,14.543117134575791,Cairo
Studio in Giza,548506,42,0,1,Studio,Furnished,Giza,"Beautiful studio in Giza. 0 bedrooms, 1 bathrooms, 42 sqm. Furnished.",https://example.com/property/646,2026-05-04T18:39:28.477596,sample,13059.666666666666,13.214955320694383,Giza
Townhouse in Sheikh Zayed,3184192,154,3,4,Townhouse,Semi-furnished,Sheikh Zayed,"Beautiful townhouse in Sheikh Zayed. 3 bedrooms, 4 bathrooms, 154 sqm. Semi-furnished.",https://example.com/property/647,2026-05-04T18:39:28.477599,sample,20676.571428571428,14.97370943968725,Sheikh Zayed
Townhouse in Cairo,2122671,224,2,2,Townhouse,Semi-furnished,Cairo,"Beautiful townhouse in Cairo. 2 bedrooms, 2 bathrooms, 224 sqm. Semi-furnished.",https://example.com/property/648,2026-05-04T18:39:28.477602,sample,9476.20982142857,14.568186230397904,Cairo
Studio in Cairo,277293,45,0,1,Studio,Unfurnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 45 sqm. Unfurnished.",https://example.com/property/649,2026-05-04T18:39:28.477605,sample,6162.066666666667,12.53283359415377,Cairo
Duplex in 6th October,3827320,227,3,1,Duplex,Furnished,6th October,"Beautiful duplex in 6th October. 3 bedrooms, 1 bathrooms, 227 sqm. Furnished.",https://example.com/property/650,2026-05-04T18:39:28.477608,sample,16860.44052863436,15.157675638601301,6th October
Duplex in Alexandria,4352923,163,4,2,Duplex,Semi-furnished,Alexandria,"Beautiful duplex in Alexandria. 4 bedrooms, 2 bathrooms, 163 sqm. Semi-furnished.",https://example.com/property/651,2026-05-04T18:39:28.477612,sample,26705.0490797546,15.286358361158497,Alexandria
Apartment in 6th October,1462637,159,2,2,Apartment,Semi-furnished,6th October,"Beautiful apartment in 6th October. 2 bedrooms, 2 bathrooms, 159 sqm. Semi-furnished.",https://example.com/property/652,2026-05-04T18:39:28.477615,sample,9198.974842767295,14.19575221261098,6th October
Villa in 6th October,3440894,186,5,3,Villa,Unfurnished,6th October,"Beautiful villa in 6th October. 5 bedrooms, 3 bathrooms, 186 sqm. Unfurnished.",https://example.com/property/653,2026-05-04T18:39:28.477618,sample,18499.43010752688,15.051242169928692,6th October
Townhouse in New Cairo,4181970,275,3,3,Townhouse,Semi-furnished,New Cairo,"Beautiful townhouse in New Cairo. 3 bedrooms, 3 bathrooms, 275 sqm. Semi-furnished.",https://example.com/property/654,2026-05-04T18:39:28.477621,sample,15207.163636363637,15.246293224465562,Cairo
Apartment in Alexandria,2097477,138,2,1,Apartment,Unfurnished,Alexandria,"Beautiful apartment in Alexandria. 2 bedrooms, 1 bathrooms, 138 sqm. Unfurnished.",https://example.com/property/655,2026-05-04T18:39:28.477625,sample,15199.108695652174,14.556246228591496,Alexandria
Townhouse in New Cairo,3530089,129,5,6,Townhouse,Furnished,New Cairo,"Beautiful townhouse in New Cairo. 5 bedrooms, 6 bathrooms, 129 sqm. Furnished.",https://example.com/property/656,2026-05-04T18:39:28.477628,sample,27365.03100775194,15.076833924335176,Cairo
Studio in 6th October,233882,30,0,1,Studio,Furnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 30 sqm. Furnished.",https://example.com/property/657,2026-05-04T18:39:28.477631,sample,7796.066666666667,12.362576269298156,6th October
Apartment in Giza,2198362,77,4,5,Apartment,Unfurnished,Giza,"Beautiful apartment in Giza. 4 bedrooms, 5 bathrooms, 77 sqm. Unfurnished.",https://example.com/property/658,2026-05-04T18:39:28.477634,sample,28550.155844155845,14.603223550446408,Giza
Studio in New Cairo,451782,37,0,1,Studio,Furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 37 sqm. Furnished.",https://example.com/property/659,2026-05-04T18:39:28.477638,sample,12210.324324324325,13.020957255039413,Cairo
Villa in Giza,5300789,233,5,3,Villa,Unfurnished,Giza,"Beautiful villa in Giza. 5 bedrooms, 3 bathrooms, 233 sqm. Unfurnished.",https://example.com/property/660,2026-05-04T18:39:28.477641,sample,22750.16738197425,15.483366424018293,Giza
Apartment in 6th October,1684181,120,4,3,Apartment,Unfurnished,6th October,"Beautiful apartment in 6th October. 4 bedrooms, 3 bathrooms, 120 sqm. Unfurnished.",https://example.com/property/661,2026-05-04T18:39:28.477645,sample,14034.841666666667,14.33679054395412,6th October
Studio in Cairo,306757,40,0,1,Studio,Semi-furnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 40 sqm. Semi-furnished.",https://example.com/property/662,2026-05-04T18:39:28.477647,sample,7668.925,12.633814442102684,Cairo
Duplex in Cairo,3120324,159,4,4,Duplex,Semi-furnished,Cairo,"Beautiful duplex in Cairo. 4 bedrooms, 4 bathrooms, 159 sqm. Semi-furnished.",https://example.com/property/663,2026-05-04T18:39:28.477650,sample,19624.67924528302,14.953447721027361,Cairo
Townhouse in Cairo,2610625,253,2,3,Townhouse,Furnished,Cairo,"Beautiful townhouse in Cairo. 2 bedrooms, 3 bathrooms, 253 sqm. Furnished.",https://example.com/property/664,2026-05-04T18:39:28.477653,sample,10318.675889328064,14.77510059728354,Cairo
Duplex in Sheikh Zayed,4586527,228,3,2,Duplex,Semi-furnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 3 bedrooms, 2 bathrooms, 228 sqm. Semi-furnished.",https://example.com/property/665,2026-05-04T18:39:28.477657,sample,20116.34649122807,15.338633868786209,Sheikh Zayed
Duplex in New Cairo,3167593,124,3,3,Duplex,Unfurnished,New Cairo,"Beautiful duplex in New Cairo. 3 bedrooms, 3 bathrooms, 124 sqm. Unfurnished.",https://example.com/property/666,2026-05-04T18:39:28.477660,sample,25545.104838709678,14.968482867138043,Cairo
Studio in Sheikh Zayed,468171,45,0,1,Studio,Semi-furnished,Sheikh Zayed,"Beautiful studio in Sheikh Zayed. 0 bedrooms, 1 bathrooms, 45 sqm. Semi-furnished.",https://example.com/property/667,2026-05-04T18:39:28.477663,sample,10403.8,13.05659102874787,Sheikh Zayed
Duplex in New Cairo,4320549,204,3,3,Duplex,Furnished,New Cairo,"Beautiful duplex in New Cairo. 3 bedrooms, 3 bathrooms, 204 sqm. Furnished.",https://example.com/property/668,2026-05-04T18:39:28.477666,sample,21179.16176470588,15.278893266931265,Cairo
Townhouse in 6th October,1855390,213,2,1,Townhouse,Semi-furnished,6th October,"Beautiful townhouse in 6th October. 2 bedrooms, 1 bathrooms, 213 sqm. Semi-furnished.",https://example.com/property/669,2026-05-04T18:39:28.477675,sample,8710.75117370892,14.433606013483496,6th October
Townhouse in Sheikh Zayed,3508686,267,3,4,Townhouse,Unfurnished,Sheikh Zayed,"Beautiful townhouse in Sheikh Zayed. 3 bedrooms, 4 bathrooms, 267 sqm. Unfurnished.",https://example.com/property/670,2026-05-04T18:39:28.477679,sample,13141.14606741573,15.070752451384815,Sheikh Zayed
Studio in New Cairo,380851,36,0,1,Studio,Unfurnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 36 sqm. Unfurnished.",https://example.com/property/671,2026-05-04T18:39:28.477682,sample,10579.194444444445,12.850166127198463,Cairo
Studio in Sheikh Zayed,648855,57,0,1,Studio,Unfurnished,Sheikh Zayed,"Beautiful studio in Sheikh Zayed. 0 bedrooms, 1 bathrooms, 57 sqm. Unfurnished.",https://example.com/property/672,2026-05-04T18:39:28.477684,sample,11383.421052631578,13.38296609125216,Sheikh Zayed
